"Código da obra";"Título Original";"Título no Brasil";"Ano de produção";"Diretor";"Data de liberação para exibição"
16006363;"UNE VIEILLE MAITRESSE";"A ÚLTIMA AMANTE";2007;"CATHERINE BREILLAT";"2008-06-16"
15004477;"THE FORBIDDEN KINGDOM";"O REINO PROIBIDO";2008;"ROB MINKOFF";"2008-06-13"
16005986;"LA NAISSANCE DES PIEUVRES";"LÍRIOS D'ÁGUA";2006;"CÉLINE SCIAMMA";"2008-06-13"
278798;"TERROR’S ADVOCATE (AKA: L’AVOCAT DE LA TERREUR)";"TERROR’S ADVOCATE (AKA: L’AVOCAT DE LA TERREUR)";2007;"BARBET SCHROEDER";"2008-06-13"
278811;"THE SECOND WIND (AKA: LE DEUXIÈME SOUFFLE)";"THE SECOND WIND (AKA: LE DEUXIÈME SOUFFLE)";2007;"ALAIN CORNEAU";"2008-06-13"
208786;"O HOMEM QUE DESAFIOU O DIABO";"O HOMEM QUE DESAFIOU O DIABO";2006;"MOACYR DE GOES FILHO";"2008-06-12"
277794;"LA LEON";"LA LEON";2007;"SANTIAGO OTHEGUY";"2008-06-12"
16001257;"KUNG FU PANDA";"KUNG FU PANDA";2008;"JOHN STEVENSON";"2008-06-11"
278958;"DEVOÇÃO";"DEVOÇÃO";2007;"SERGIO SANZ";"2008-06-11"
262226;"LIVRE";"LIVRE";2008;"MAURICIO ARTACHO D ALMEIDA ECA";"2008-06-10"
278861;"AINDA ORANGOTANGOS";"AINDA ORANGOTANGOS";2007;"GUSTAVO SPOLIDORO";"2008-06-10"
16005988;"LA GRAINE ET LÊ MULET";"O SEGREDO DO GRÃO";2007;"ABDEL KECHICHE";"2008-06-09"
274310;"FOGOSAS E FURIOSAS";"FOGOSAS E FURIOSAS";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-09"
274312;"SEXO NA FAZENDA";"SEXO NA FAZENDA";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-09"
274366;"SEX MACHINE 2";"SEX MACHINE 2";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-09"
274371;"VIVI.COM.ANAL";"VIVI.COM.ANAL";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-09"
274374;"DUPLA INVASÃO ESPECIAL";"DUPLA INVASÃO ESPECIAL";2007;"M. MAX";"2008-06-09"
274377;"AQUILES SEX MACHINE";"AQUILES SEX MACHINE";2005;"M. MAX";"2008-06-09"
274379;"NINFAS";"NINFAS";2005;"M. MAX";"2008-06-09"
274381;"CHICA, CHEIA DE GRAÇA";"CHICA, CHEIA DE GRAÇA";2007;"M. MAX";"2008-06-09"
274382;"KID BENGALA & BRUNA FERRAZ";"KID BENGALA & BRUNA FERRAZ";2007;"M. MAX";"2008-06-09"
276932;"LADY JANE";"LADY JANE";2008;"ROBERT GUÉDIGUIAN";"2008-06-09"
274306;"VERTICAL SEX LIMIT";"ALPES E PREGAS";2007;"LITTLE AL";"2008-06-06"
274313;"THE CLICK REMOTE SEX CONTROL";"APERTE PARA DESCONTROLAR";2007;"TOM HEROLD";"2008-06-06"
274354;"FUCK ME WILD";"PIC-NIC BUMBUM";2007;"TONI RIBAS";"2008-06-06"
275754;"NIM'S ISLAND";"A ILHA DA IMAGINAÇÃO";2008;"JENNIFER FLACKETT";"2008-06-05"
274163;"UN HOMME PERDU";"UM HOMEN PERDIDO";2007;"DANIELLE ARBID";"2008-06-03"
151861;"A ERA DO PECADO";"A ERA DO PECADO";2003;"GILBERTO DONATELLI";"2008-06-02"
16005981;"LA QUESTION HUMAINE";"A QUESTÃO HUMANA";2007;"NICOLAS KLOTZ";"2008-06-02"
272726;"DEUSA 300";"DEUSA 300";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-02"
272854;"THE HAPPENING";"FIM DOS TEMPOS";2008;"M. NIGHT SHYAMALAN";"2008-06-02"
273081;"AS BUNDAS PERFEITAS";"AS BUNDAS PERFEITAS";2007;"M. MAX";"2008-06-02"
273082;"DEVASSA";"DEVASSA";2007;"M. MAX";"2008-06-02"
273090;"A AMANTE";"A AMANTE";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-02"
273277;"SÁDICA";"SÁDICA";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-06-02"
273281;"PARAÍSO DO ANAL";"PARAÍSO DO ANAL";2007;"M. MAX";"2008-06-02"
273282;"ELITE DAS BRASILEIRINHAS";"ELITE DAS BRASILEIRINHAS";2008;"M. MAX";"2008-06-02"
273354;"ELITE";"GATINHAS DE ELITE";2005;"ANTON SLAYER";"2008-06-02"
273368;"LATINA  ANAL  ASSAULT";"ASSALTO AO  SEXO";2005;"KANE KNIGHT";"2008-06-02"
273381;"PAMELA BUTT AS MELHORES CENAS";"PAMELA BUTT AS MELHORES CENAS";2007;"M. MAX";"2008-06-02"
273386;"À FLOR DA PELE RITA CADILLAC";"À FLOR DA PELE RITA CADILLAC";2007;"M. MAX";"2008-06-02"
273387;"PNAT ASS TITS  2";"AS   DIVAS  DOS  PRAZERES";2005;"PAT MYNE";"2008-06-02"
273389;"ÚLTIMO TANGO EM BUENOS AIRES";"ÚLTIMO TANGO EM BUENOS AIRES";2007;"M. MAX";"2008-06-02"
274697;"ARMANDO A BARRACA";"ARMANDO A BARRACA";2003;"GILBERTO DONATELLI";"2008-06-02"
274702;"VENDENDO AS AMIGAS";"VENDENDO AS AMIGAS";2004;"GILBERTO DONATELLI";"2008-06-02"
274704;"A GAROTA DO COLEGIO";"A GAROTA DO COLEGIO";2003;"GILBERTO DONATELLI";"2008-06-02"
274706;"MARIDO TRAIDO";"MARIDO TRAIDO";2005;"GILBERTO DONATELLI";"2008-06-02"
274708;"CASO VERDADE 4";"CASO VERDADE 4";2004;"GILBERTO DONATELLI";"2008-06-02"
274713;"ASSEDIO SEXUAL";"ASSEDIO SEXUAL";2005;"GILBERTO DONATELLI";"2008-06-02"
274717;"TARAS & FANTASIAS";"TARAS & FANTASIAS";2005;"GILBERTO DONATELLI";"2008-06-02"
274722;"NO COLINHO DO TITIO";"NO COLINHO DO TITIO";2004;"GILBERTO DONATELLI";"2008-06-02"
247904;"AS FILHAS DA CHIQUITA (VERSAO LONGA METRAGEM)";"AS FILHAS DA CHIQUITA (VERSAO LONGA METRAGEM)";2006;"PRISCILLA REGIS BRASIL";"2008-05-30"
14026045;"INCREDIBLE HULK, THE";"O INCRÍVEL HULK";2008;"LOUIS LETERRIER";"2008-05-29"
270036;"OSS 117: LE CAIRE NID D' ESPIONS";"AGENTE 117: CAIRO, NINHO DE ESPIÕES";2006;"MICHEL HAZANAVICIUS";"2008-05-28"
271978;"FIO TERRA - PÔRNO";"FIO TERRA - PÔRNO";2007;"M. MAX";"2008-05-28"
272186;"BI SEX ESPECIAL";"BI SEX ESPECIAL";2007;"M. MAX";"2008-05-28"
272255;"VIZINHAS GOSTOSAS 2";"VIZINHAS GOSTOSAS 2";2007;"M. MAX";"2008-05-27"
272261;"VIOLAÇÃO ANAL VOLUME 2";"VIOLAÇÃO ANAL VOLUME 2";2005;"M. MAX";"2008-05-27"
272265;"ANAL TOTAL 13";"ANAL TOTAL 13";2005;"M. MAX";"2008-05-27"
272268;"PUCK O DUENDE PERVERSO";"PUCK O DUENDE PERVERSO";2005;"M. MAX";"2008-05-27"
272269;"BLACK & WHITE 7";"BLACK & WHITE 7";2005;"M. MAX";"2008-05-27"
271750;"AS APRENDIZES";"AS APRENDIZES";2007;"M. MAX";"2008-05-26"
271751;"NA TEIA DO SEXO";"NA TEIA DO SEXO";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
271752;"ATÉ QUE ENFIM ANAL";"ATÉ QUE ENFIM ANAL";2007;"M. MAX";"2008-05-26"
271754;"FUNK COM GAIOLA DAS POPOZUDAS";"FUNK COM GAIOLA DAS POPOZUDAS";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
271756;"PERIGOSA";"PERIGOSA";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
271828;"FROTA MÔNICA & CIA.";"FROTA MÔNICA & CIA.";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
271830;"A GAROTA DA WEB SEX";"A GAROTA DA WEB SEX";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
271832;"PRAIAS QUASE DESERTAS";"PRAIAS QUASE DESERTAS";2007;"M. MAX";"2008-05-26"
271872;"VIOLAÇÃO ANAL VOLUME 3";"VIOLAÇÃO ANAL VOLUME 3";2005;"M. MAX";"2008-05-26"
271874;"GAROTA SAMAMBAIA";"GAROTA SAMAMBAIA";2007;"M. MAX";"2008-05-26"
271877;"A MAIOR ORGIA DO BRASIL";"A MAIOR ORGIA DO BRASIL";2007;"M. MAX";"2008-05-26"
271880;"VIOLADAS VOLUME 11";"VIOLADAS VOLUME 11";2006;"M. MAX";"2008-05-26"
271942;"BIG BUNDAS BRASIL BRASILEIRINHAS";"BIG BUNDAS BRASIL BRASILEIRINHAS";2005;"M. MAX";"2008-05-26"
271976;"PEITUDAS & CIA. VOLUME 2";"PEITUDAS & CIA. VOLUME 2";2005;"M. MAX";"2008-05-26"
271977;"GATAS DO RIO";"GATAS DO RIO";2007;"M. MAX";"2008-05-26"
271980;"BIG MACKY";"BIG MACKY";2007;"M. MAX";"2008-05-26"
271982;"VIOLADAS VOLUME 9";"VIOLADAS VOLUME 9";2005;"M. MAX";"2008-05-26"
271985;"O CLUBE DAS PELUDAS";"O CLUBE DAS PELUDAS";2006;"M. MAX";"2008-05-26"
271987;"DANDO DURO";"DANDO DURO";2007;"M. MAX";"2008-05-26"
272175;"A PROIBIDA & GUEIXA DO FUNK";"A PROIBIDA & GUEIXA DO FUNK";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
272177;"DE QUATRO PRA VOCÊ";"DE QUATRO PRA VOCÊ";2007;"M. MAX";"2008-05-26"
272180;"SEXY GIRL";"SEXY GIRL";2007;"M. MAX";"2008-05-26"
272183;"GOSTOSONAS";"GOSTOSONAS";2007;"M. MAX";"2008-05-26"
272187;"REVELAÇÕES ANAIS";"REVELAÇÕES ANAIS";2007;"M. MAX";"2008-05-26"
272188;"MIJANDO DE PRAZER";"MIJANDO DE PRAZER";2007;"M. MAX";"2008-05-26"
272191;"ANAL TOTAL MELHORES MOMENTOS";"ANAL TOTAL MELHORES MOMENTOS";2007;"M. MAX";"2008-05-26"
272192;"IRMÃOS GÊMEOS";"IRMÃOS GÊMEOS";2007;"M. MAX";"2008-05-26"
272194;"COMIDA DE RABO";"COMIDA DE RABO";2007;"M. MAX";"2008-05-26"
272253;"O IMPERADOR";"O IMPERADOR";2007;"JOSE ANTONIO GASPAR RAMOS";"2008-05-26"
16000784;"WHAT HAPPENS IN VEGAS";"JOGO DE AMOR EM VEGAS";2008;"TOM VAUGHAN";"2008-05-21"
16005636;"DOOMSDAY";"JUÍZO FINAL";2008;"NEIL MARSHALL";"2008-05-21"
272603;"REDBELT";"CINTURÃO VERMELHO";2008;"DAVID MAMET";"2008-05-21"
274040;"BÁRBARA";"BÁRBARA";2007;"CARLOS ANTÔNIO DA SILVA GRADIM";"2008-05-21"
263501;"ROMULUS MY FATHER";"ROMULUS, MEU PAI";2007;"RICHARD ROXBURG";"2008-05-20"
270849;"OLHO DE BOI";"OLHO DE BOI";2007;"HERMANO PENNA";"2008-05-20"
247479;"GET SMART";"AGENTE 86";2008;"PETER SEGAL";"2008-05-16"
268537;"CHAOTIC ANA";"CAÓTICA ANA";2007;"JULIO MÉDEM";"2008-05-15"
267518;"CLEÓPATRA";"CLEÓPATRA";2007;"JULIO BRESSANE";"2008-05-13"
16001258;"MADE OF HONOR";"O MELHOR AMIGO DA NOIVA";2008;"PAUL WEILAND";"2008-05-12"
269994;"MOLIÈRE";"MOLIÈRE";2007;"LAURENT TIRARD";"2008-05-12"
16005455;"QUAND J'ETAIS CHANTEUR";"QUANDO ESTOU AMANDO";2006;"XAVIER GIANOLLI";"2008-05-09"
16006128;"PERSONAL CHE";"PERSONAL CHE";2007;"ADRIANA MARIÑO;DOUGLAS DUARTE";"2008-05-09"
268349;"BODAS DE PAPEL";"BODAS DE PAPEL";2008;"ANDRÉ STURM";"2008-05-09"
14025170;"INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL";"INDIANA JONES E O REINO DA CAVEIRA DE CRISTAL";2008;"STEVEN SPIELBERG";"2008-05-08"
231321;"MULHERES SEXO VERDADES E MENTIRAS";"MULHERES SEXO VERDADES E MENTIRAS";2007;"EUCLYDES MARINHO DE OLIVEIRA";"2008-05-07"
231488;"MARÉ, NOSSA HISTÓRIA DE AMOR";"MARÉ, NOSSA HISTÓRIA DE AMOR";2007;"LUCIA MURAT";"2008-05-07"
16005427;"JOURNEY TO THE CENTER OF THE EARTH";"VIAGEM AO CENTRO DA TERRA: O FILME";2008;"ERIC BREVIG";"2008-05-06"
16005458;"SEX AND THE CITY";"SEX AND THE CITY - O FILME";2008;"MICHAEL PATRICK KING";"2008-05-06"
14026446;"SE, JIE";"DESEJO E PERIGO";2007;"ANG LEE";"2008-04-30"
262647;"EVENING";"AO ENTARDECER";2007;"LAJOS KOLTAI";"2008-04-30"
267071;"OTÁVIO E AS LETRAS";"OTÁVIO E AS LETRAS";2006;"MARCELO SA MOREIRA MASAGAO";"2008-04-28"
16004105;"IRON MAN";"HOMEM DE FERRO";2008;"JON FAVREAU";"2008-04-25"
16006265;"SPEED RACER";"SPEED RACER";2008;"ANDY WACHOWSKI E LARRY WACHOWSKI";"2008-04-25"
262150;"LEATHERHEADS";"O AMOR NÃO TEM REGRAS";2008;"GEORGE CLOONEY";"2008-04-25"
16004277;"THE HUNTING PARTY";"A CAÇADA";2007;"RICHARD SHEPARD";"2008-04-24"
265301;"O SAL DA TERRA";"O SAL DA TERRA";2008;"ELOI PIRES FERREIRA";"2008-04-24"
7181;"DRAGÃO DA MALDADE CONTRA O SANTO GUERREIRO";"DRAGÃO DA MALDADE CONTRA O SANTO GUERREIRO";1969;"GLAUBER ROCHA";"2008-04-17"
259869;"THE BAND'S VISIT";"A BANDA";2007;"ERAN KOLIRIN";"2008-04-16"
262868;"FALSA LOURA";"FALSA LOURA";2007;"CARLOS OSCAR REICHENBACH";"2008-04-16"
16004248;"AUF DER ANDEREN SEITE";"DO OUTRO LADO";2007;"FATIH AKIN";"2008-04-15"
251446;"CLEANER";"EVIDÊNCIAS DE UM CRIME";2007;"RENNY HARLIN";"2008-04-11"
251447;"MY MOM’S NEW BOYFRIEND (AKA: HOMELAND SECURITY)";"MY MOM’S NEW BOYFRIEND (AKA: HOMELAND SECURITY)";2008;"GEORGE GALLO";"2008-04-11"
16000782;"STREET KINGS";"OS REIS DA RUA";2008;"DAVID AYER";"2008-04-10"
16006271;"STELLET LICHT";"LUZ SILENCIOSA";2007;"CARLOS REYGADAS";"2008-04-10"
221913;"SEM CONTROLE";"SEM CONTROLE";2007;"CRISTIANE D AMATO";"2008-04-10"
16006082;"MIO FRATELLO È FIGLIO UNICO";"MEU IRMÃO É FILHO ÚNICO";2007;"DANIELE LUCHETTI";"2008-04-04"
15003664;"WALL-E";"WALL-E";2008;"ANDREW STANTON";"2008-04-03"
16000541;"DRILLBIT TAYLOR";"MEU NOME É TAYLOR, DRILLBIT TAYLOR";2008;"STEVEN BRILL";"2008-04-03"
16003950;"THE CHRONICLES OF NARNIA: PRINCE CASPIAN";"AS CRÔNICAS DE NÁRNIA: PRÍNCIPE CASPIAN";2008;"ANDREW ADAMSON";"2008-04-03"
16005528;"BASHING";"DESONRA";2005;"MASAHIRO KOBAYASHI";"2008-04-02"
258823;"OS DESAFINADOS";"OS DESAFINADOS";2007;"WALTER LIMA JUNIOR";"2008-03-31"
16005843;"FUNNY GAMES";"VIOLÊNCIA GRATUITA";2007;"MICHAEL HANEKE";"2008-03-28"
251544;"SHUTTER";"IMAGENS DO ALÉM";2008;"MASAYUKI OCHIAI";"2008-03-28"
256072;"AN AMERICAN CRIME";"UM CRIME AMERICANO";2007;"TOMMY O'HAVER";"2008-03-28"
15001750;"SUPERHERO (AKA: SUPERHERO MOVIE)";"SUPER-HEROI - O FILME";2008;"CRAIG MAZIN";"2008-03-25"
256043;"THE SECRET";"O SEGREDO";2007;"VINCENT PEREZ";"2008-03-25"
254617;"ONCE";"APENAS UMA VEZ";2006;"JOHN CARNEY";"2008-03-19"
255831;"ILUMINADOS";"ILUMINADOS";2007;"MARIA CRISTINA NOGUEIRA DA SILVA LEAL";"2008-03-19"
255835;"SAVAGE GRACE";"PECADOS INOCENTES";2007;"TOM KALIN";"2008-03-18"
255838;"RUN FAT BOY RUN";"MARATONA DO AMOR";2007;"DAVID SCHWIMMER";"2008-03-18"
255853;"BELLA";"BELLA";2006;"ALEJANDRO GOMEZ MONTEVERDE";"2008-03-18"
168639;"NZINGA";"NZINGA";2006;"OCTÁVIO BEZERRA";"2008-03-17"
16000769;"JUMPER";"JUMPER";2008;"DOUG LIMAN";"2008-03-14"
255688;"FUCK  THE SYSTEM";"F...   O  SISTEMA";2005;"ROB ROTTEN";"2008-03-14"
255698;"JUICY  4";"A SUCULENTA";2005;"BRIDGETTE KERKOVE";"2008-03-14"
255710;"SHOVE IT UP MY ... 3";"ENFIA ISTO NA MINHA ...";2005;"BRIDGETTE KERKOVE";"2008-03-14"
257008;"DEFINITELY, MAYBE";"TRÊS VEZES AMOR";2008;"ADAM BROOKS";"2008-03-14"
251428;"PRICELESS (AKA: HORS DE PRIX)";"AMAR - NÃO TEM PREÇO";2006;"PIERRE SALVADORI";"2008-03-12"
251435;"DIARY OF THE DEAD";"DIÁRIO DOS MORTOS";2007;"GEORGE A. ROMERO";"2008-03-12"
251437;"CASSANDRA’S DREAM";"O SONHO DE CASSANDRA";2007;"WOODY ALLEN";"2008-03-12"
251440;"THE OTHER BOLEYN GIRL";"A OUTRA";2008;"JUSTIN CHADWICK";"2008-03-12"
251444;"WINGED CREATURES";"WINGED CREATURES";2008;"ROWAN WOODS";"2008-03-12"
252498;"SLUTS & COCONUTS";"MALÍCIA DELÍCIA - PECADOS DE VERÃO";2006;"ALESSANDRO DEL MAR";"2008-03-12"
252544;"SEX IS IN THE AIR";"O ORGASMO ALADO";2006;"OLIVER SANCHES";"2008-03-12"
252556;"IBIZA FUCKING ISLAND";"IBIZA: RODINHA QUENTE";2005;"J. F. ROMAGNOLI";"2008-03-12"
252648;"BRIANA LOVES ROCCO";"QUÍMICA EXPLOSIVA";2006;"PAUL THOMAS";"2008-03-12"
252669;"IBIZA FEVER";"FEBRE EM IBIZA";2005;"ANDREA MORANTY";"2008-03-12"
252686;"LOOK DON'T TOUCH";"PRELIMINARES: O SEGREDO";2006;"CHUCK LORDS";"2008-03-12"
252802;"SCREAM";"CARENTE DELIRANTE";2006;"PAUL THOMAS";"2008-03-12"
252806;"HARD CANDY";"SAIDEIRA DE SOLTEIRO";2005;"CHUCK LORDS";"2008-03-12"
252829;"SPIKED";"O TALISMÃ DA LUXÚRIA";2005;"CHI CHI LARUE";"2008-03-12"
252897;"LOST GIRLS";"AS MARRENTINHAS";2005;"OLIVER SANCHES";"2008-03-12"
254069;"MARTIAN CHILD";"ENSINANDO A VIVER";2007;"MENNO MEYJES";"2008-03-11"
14026443;"SAVAGES, THE";"FAMÍLIA SAVAGE, A";2007;"TAMARA JENKINS";"2008-03-10"
16005521;"AWAY FROM HER";"LONGE DELA";2006;"SARAH POOLEY";"2008-03-10"
251425;"THE BANK JOB (AKA: BAKER STREET)";"THE BANK JOB (AKA: BAKER STREET)";2008;"ROGER DONALDSON";"2008-03-07"
243957;"IN THE NAME OF THE KING";"EM NOME DO REI";2007;"UWE BOLL";"2008-03-04"
252641;"THE  ASS WATCHER  4";"O  APRECIADOR DE TRASEIROS";2005;"PAT MYNE";"2008-03-04"
252651;"SURRENDER  THE BOOTY";"ENTREGANDO  O  RABO";2004;"ANTON SLAYER";"2008-03-04"
16005459;"SNOW WHITE THE SEQUEL";"BRANCA-DE-NEVE, DEPOIS DO CASAMENTO";2007;"PICHA";"2008-03-03"
251048;"HORTON HEARS A WHO!";"HORTON E O MUNDO DOS QUEM";2008;"JIMMY HAYWARD";"2008-03-03"
249759;"O BANHEIRO DO PAPA";"O BANHEIRO DO PAPA";2007;"CESAR RAMON CHARLONE HERRERA";"2008-02-29"
15008390;"UNTRACEABLE";"SEM VESTÍGIOS";2008;"GREGORY HOBLIT";"2008-02-28"
16001185;"PROM NIGHT";"A MORTE CONVIDA PARA DANÇAR";2008;"NELSON MCCORMICK";"2008-02-28"
16001262;21;"QUEBRANDO A BANCA";2008;"ROBERT LUKETIC";"2008-02-28"
16003609;"THE GAME PLAN";"TREINANDO O PAPAI";2007;"ANDY FICKMAN";"2008-02-28"
251282;"HANNAH MONTANA & MILEY CYRUS: BEST OF BOTH WORLD CONCERT TOUR";"HANNAH MONTANA E MILEY CYRUS - SHOW: O MELHOR DOS DOIS MUNDOS";2007;"BRUCE HENDRICKS";"2008-02-28"
179681;"HÉRCULES 56";"HÉRCULES 56";2007;"SILVIO PIROPO DA RIN";"2008-02-27"
249082;"O MISTÉRIO DA ESTRADA DE SINTRA";"O MISTÉRIO DA ESTRADA DE SINTRA";2007;"JORGE PAIXÃO DA COSTA";"2008-02-25"
14027127;"SPIDERWICK CHRONICLES";"AS CRÔNICAS DE SPIDERWICK";2008;"MARK WATERS";"2008-02-22"
16000556;"THE EYE";"O OLHO DO MAL";2008;"DAVID MOREAU";"2008-02-22"
16000553;"MAD MONEY";"LOUCAS POR AMOR, VICIADAS EM DINHEIRO";2008;"CALLIE KHOURI";"2008-02-21"
250859;"SMOTHER";"SMOTHER";2007;"VINCE DI MEGLIO";"2008-02-21"
16005534;"BREATH";"FÔLEGO";2007;"KIM KI-DUK";"2008-02-19"
250216;"ROMANCE DO VAQUEIRO VOADOR";"ROMANCE DO VAQUEIRO VOADOR";2006;"MANFREDO PEREIRA CALDAS";"2008-02-19"
248254;"FOOL´S GOLD";"UM AMOR DE TESOURO";2007;"ANDY TENNANT";"2008-02-18"
245549;"MEET THE SPARTANS";"OS ESPARTALHÕES";2008;"JASON FRIEDBERG, AARON SELTZER";"2008-02-12"
249133;"CHARLIE WILSON'S WAR";"JOGOS DO PODER";2007;"MIKE NICHOLS";"2008-02-12"
16005938;"L'AGE DES TÉNÈBRES";"A ERA DA INOCÊNCIA";2007;"DENYS ARCAND";"2008-02-11"
14023852;"INTO THE WILD";"NA NATUREZA SELVAGEM";2007;"SEAN PENN";"2008-02-07"
16005424;"I AM NOT THERE";"NÃO ESTOU LÁ";2007;"TODD HAYNES";"2008-02-01"
246772;"FIM DA LINHA";"FIM DA LINHA";2007;"GUSTAVO SOARES STEINBERG";"2008-02-01"
246050;"AWAKE";"AWAKE - A VIDA POR UM FIO";2007;"JOBY HAROLD";"2008-01-31"
247463;"OBSESSION";"OBSESSÃO";2005;"BRIDGETTE KERKOVE";"2008-01-31"
247481;"ANAL  VIXENS";"ELAS LEVAM NA CARA E NO ...";2004;"BRIDGETTE KERKOVE";"2008-01-31"
247486;"TOP  PORN  STARS";"ELAS SÃO AS MELHORES ";2005;"BRIDGETTE KERKOVE";"2008-01-31"
247491;"ASS  SLAVES  3";"LOUCAS POR SEXO ANAL";2005;"PAT MYNE";"2008-01-31"
16005846;"IRINA PALM";"IRINA PALM";2007;"SAM GARBARSKI";"2008-01-30"
16005887;"HEARTBREAK HOTEL";"A VIDA COMEÇA AOS 40";2006;"COLIN NUTLEY";"2008-01-30"
241523;"SEXO COM AMOR";"SEXO COM AMOR";2007;"WALFREDO CAMPOS MAYA JUNIOR";"2008-01-30"
245551;"XXY";"XXY";2006;"LUCÍA PUENZO";"2008-01-30"
15003321;"10.000 BC";"10.000 AC";2008;"ROLAND EMMERICH";"2008-01-29"
16005502;"ALLEGRO";"ALLEGRO";2005;"CHRISTOFFER BOE";"2008-01-29"
16005980;"LA VÉRITÉ OU PRESQUE";"A QUASE VERDADE";2006;"SAM KARMANN";"2008-01-29"
16006143;"QUIEN DICE QUE ÉS FÁCIL?";"QUEM DISSE QUE É FÁCIL?";2007;"JUAN TARATUTO";"2008-01-29"
221984;"ONE MISSED CALL";"UMA CHAMADA PERDIDA";2007;"ERIC VALETTE";"2008-01-28"
225161;"PODE CRER!";"PODE CRER!";2006;"ARTHUR FONTES";"2008-01-28"
140239;"LASSIE";"LASSIE";2005;"CHARLES STURRIDGE";"2008-01-24"
16000005;"VANTAGE POINT";"PONTO DE VISTA";2008;"PETE TRAVIS";"2008-01-24"
234825;"O SIGNO DA CIDADE";"O SIGNO DA CIDADE";2007;"CARLOS ALBERTO RICCELLI";"2008-01-24"
209023;"AGONIA";"AGONIA";2006;"JOSÉ RONALDO VIEIRA DE ALMEIDA JUNIOR";"2008-01-22"
228433;"QUANTO TEMPO FAZ";"QUANTO TEMPO FAZ";2007;"OSCAR RODRIGUES ALVES NETO";"2008-01-22"
244034;"SLIPSTREAM (AKA: SLIPSTREAM DREAM)";"UM SONHO DENTRO DE UM SONHO";2007;"ANTHONY HOPKINS";"2008-01-22"
16005408;"BEFORE THE DEVIL KNOWS YOU ARE DEAD";"ANTES QUE O DIABO SAIBA QUE VOCE ESTA MORTO";2007;"SIDNEY LUMET";"2008-01-21"
16006127;"PERSEPOLIS";"PERSÉPOLIS";2007;"MARJANE SATRAPI";"2008-01-21"
16006408;"THE DIVING BELL & THE BUTTERFLY";"ESCAFANDRO E A BORBOLETA";2007;"JULIAN SCHNABEL";"2008-01-21"
16000787;"27 DRESSES";"VESTIDA PARA CASAR";2008;"ANNE FLETCHER";"2008-01-16"
16005503;"ALLES AUF ZUCKER";"TODOS CONTRA ZUCKER";2004;"DANI LEVY";"2008-01-16"
243854;"THE SUN";"O SOL";2005;"ALEXANDER SOKUROV";"2008-01-16"
15001666;"THE BUCKET LIST";"ANTES DE PARTIR";2007;"ROB REINER";"2008-01-15"
15007921;"SWEENEY TODD - THE DEMON BARBER OF FLEET STREET";"SWEENEY TODD O BARBEIRO DEMONÍACO DA RUA FLEET";2007;"TIM BURTON";"2008-01-14"
243006;"REDLINE";"VELOCIDADES SEM LIMITES";2007;"ANDY CHENG";"2008-01-14"
243050;"JOHN RAMBO";"RAMBO IV";2008;"SYLVESTER STALLONE";"2008-01-14"
14025172;"NO COUNTRY FOR OLD MEN";"ONDE OS FRACOS NÃO TEM VEZ";2007;"ETHAN COEN";"2008-01-10"
211015;"A PEDRA DO REINO";"A PEDRA DO REINO";2007;"LUIZ FERNANDO CARVALHO DE ALMEIDA";"2008-01-08"
242780;"CLOVERFIELD";"CLOVERFIELD - MONSTRO";2007;"MATT REEVES";"2008-01-08"
236786;"VORACIOUS  2";"ELAS MANDAM, NÓS SÓ OBEDECEMOS";2005;"PAT MYNE";"2008-01-07"
241215;"BE  THE MASK 4";"É DOS MASCARADOS QUE ELAS GOSTAM MAIS";2004;"D. WOODWARD";"2008-01-07"
241239;"BLACKS  IN  BLONDES 2";"MANOS NEGRÕES RASGANDO VADIAS BRANQUELAS   2";2005;"CHARLIE MANSON";"2008-01-07"
16005624;"DELIRIOUS";"DELIRIOUS";2006;"BERTRAND TOM DICILLO";"2007-12-28"
238516;"RENDITION";"O SUSPEITO";2007;"GAVIN HOOD";"2007-12-28"
239981;"PEQUENAS HISTÓRIAS";"PEQUENAS HISTÓRIAS";2007;"HELVECIO LUIS DE AMORIM RATTON";"2007-12-27"
213095;"TROPA DE ELITE";"TROPA DE ELITE";2007;"JOSE BASTOS PADILHA NETO";"2007-12-26"
238670;"OS PORRALOKINHAS";"OS PORRALOKINHAS";2007;"LUIS MARIO CHICHARO DE FARIAS";"2007-12-24"
231563;"XUXA EM SONHO DE MENINA";"XUXA EM SONHO DE MENINA";2007;"RUDI LAGEMANN";"2007-12-21"
